,qb_name,total_starts,cumulative_era_adjusted_elo_value,average_era_adjusted_elo_value,winning_percentage,pct_of_starts_as_best_qb,pct_of_starts_as_top3_qb,pct_of_starts_as_top5_qb
260,Greg McElroy,1,-119.92515670636048,-119.92515670636048,0.0,0.0,0.0,0.0
13,Andre Ware,6,-120.33703272154656,-20.05617212025776,0.5,0.0,0.0,0.0
303,Jeff Tuel,1,-129.98592835503,-129.98592835503,0.0,0.0,0.0,0.0
121,Chuck Ortmann,8,-130.5600667517007,-16.320008343962588,0.125,0.0,0.0,0.0
43,Blair Kiel,3,-132.0073462482677,-44.00244874942257,0.0,0.0,0.0,0.0
219,Eddie Wilson,2,-134.118776770044,-67.059388385022,0.0,0.0,0.0,0.0
227,Frank Reich,22,-134.20700339003213,-6.1003183359105515,0.3181818181818182,0.0,0.0,0.09090909090909091
630,Tom Yewcic,5,-134.90227480910232,-26.980454961820463,0.6,0.0,0.0,0.0
110,Charlie Conerly,93,-135.38914660061704,-1.455797275275452,0.6344086021505376,0.0,0.053763440860215055,0.24731182795698925
133,Connor Shaw,1,-137.36603853622648,-137.36603853622648,0.0,0.0,0.0,0.0
455,Mike Kirkland,2,-139.3239983775915,-69.66199918879575,0.0,0.0,0.0,0.0
390,Kevin Sweeney,4,-140.53551584874944,-35.13387896218736,0.5,0.0,0.0,0.0
87,Bruce Lemmerman,2,-141.2321322425475,-70.61606612127375,0.0,0.0,0.0,0.0
402,Kyler Murray,15,-145.35989572182044,-9.69065971478803,0.3333333333333333,0.0,0.0,0.0
309,Jesse Palmer,3,-146.45928004084737,-48.81976001361579,0.0,0.0,0.0,0.0
593,Taylor Heinicke,1,-150.659305539072,-150.659305539072,0.0,0.0,0.0,0.0
500,Randy Dean,3,-151.3136744503857,-50.4378914834619,0.3333333333333333,0.0,0.0,0.0
624,Tom Matte,2,-153.29891370908234,-76.64945685454117,0.5,0.0,0.0,0.5
174,Dennis Morrison,2,-154.04846465434798,-77.02423232717399,0.0,0.0,0.0,0.0
57,Bob Waters,2,-155.55289372507337,-77.77644686253669,0.0,0.0,0.0,0.0
267,Hunter Enis,3,-156.18964877201398,-52.06321625733799,0.6666666666666666,0.0,0.0,0.0
470,Neil Graff,2,-156.35005703293018,-78.17502851646509,0.0,0.0,0.0,0.0
258,Greg Cook,11,-156.86916590672507,-14.260833264247735,0.36363636363636365,0.0,0.0,0.0
617,Tom Dublinski,5,-159.01495253437497,-31.802990506874995,0.8,0.0,0.0,0.0
513,Richie Lucas,3,-160.63783102866674,-53.545943676222244,0.3333333333333333,0.0,0.0,0.0
407,Larry Lawrence,2,-162.50011450522015,-81.25005725261008,1.0,0.0,0.0,0.0
479,Oliver Luck,9,-164.6256062391697,-18.291734026574414,0.3333333333333333,0.0,0.0,0.0
173,Dennis Dixon,3,-169.96939804220304,-56.65646601406768,0.6666666666666666,0.0,0.0,0.0
424,Mark Vlasic,4,-170.36772276960954,-42.591930692402386,0.5,0.0,0.0,0.0
294,Jeff Carlson,3,-174.6154250182813,-58.205141672760426,0.0,0.0,0.0,0.0
551,Scott Secules,4,-175.5397945175124,-43.8849486293781,0.0,0.0,0.0,0.0
129,Cody Pickett,2,-176.5400680262769,-88.27003401313846,0.0,0.0,0.0,0.0
594,Ted Marchibroda,11,-177.3750832948579,-16.125007572259808,0.36363636363636365,0.0,0.0,0.18181818181818182
66,Brad Goebel,2,-180.00578205427456,-90.00289102713728,0.0,0.0,0.0,0.0
240,Gary Keithley,3,-180.75132973215875,-60.25044324405292,0.3333333333333333,0.0,0.0,0.0
608,Timm Rosenbach,20,-187.4126754180286,-9.370633770901431,0.25,0.0,0.0,0.0
206,Drew Lock,4,-188.21151306602115,-47.05287826650529,0.75,0.0,0.0,0.0
126,Clint Stoerner,2,-192.34131842273368,-96.17065921136684,0.5,0.0,0.0,0.0
185,Don Breaux,2,-192.9582188371259,-96.47910941856296,0.0,0.0,0.0,0.5
17,Anthony Dilweg,7,-195.4599575763973,-27.922851082342472,0.2857142857142857,0.0,0.0,0.0
216,Ed Rutkowski,3,-198.06551680336082,-66.02183893445361,0.0,0.0,0.0,0.0
425,Marlin Briscoe,5,-200.75451409781888,-40.150902819563775,0.4,0.0,0.0,0.0
558,Seneca Wallace,22,-206.5902485358805,-9.390465842540022,0.2727272727272727,0.0,0.0,0.0
248,George Herring,3,-206.74760046609526,-68.91586682203176,0.0,0.0,0.0,0.0
406,Larry Cipa,3,-208.18091550345963,-69.3936385011532,0.3333333333333333,0.0,0.0,0.0
64,Bobby Thomason,44,-209.2799335050372,-4.756362125114482,0.4090909090909091,0.0,0.11363636363636363,0.3181818181818182
635,Tommy Wade,2,-209.6517537807706,-104.8258768903853,0.0,0.0,0.0,0.0
477,Norris Weese,7,-210.2082428349667,-30.029748976423814,0.7142857142857143,0.0,0.0,0.0
634,Tommy Thompson,12,-210.79116992069592,-17.56593082672466,0.5,0.0,0.0,0.0
172,Dennis Claridge,3,-213.8061586728746,-71.26871955762486,0.0,0.0,0.0,0.0
242,Gary Kubiak,5,-218.7262087402171,-43.74524174804342,0.6,0.0,0.0,0.0
460,Mike Moroski,9,-220.46460309932687,-24.496067011036317,0.3333333333333333,0.0,0.0,0.0
343,Joe Webb,3,-220.53800455032382,-73.51266818344128,0.3333333333333333,0.0,0.0,0.0
233,Gale Gilbert,4,-223.87888403072841,-55.969721007682104,0.0,0.0,0.0,0.0
409,Lee Grosscup,4,-225.71391386039855,-56.42847846509964,0.25,0.0,0.0,0.0
615,Todd Philcox,5,-229.34843615443796,-45.86968723088759,0.4,0.0,0.0,0.0
21,Art Schlichter,6,-231.3286231734852,-38.5547705289142,0.0,0.0,0.0,0.0
99,Carlos Brown,3,-233.82427102188166,-77.94142367396056,0.0,0.0,0.0,0.0
147,Dan McGwire,5,-238.52596427917123,-47.70519285583425,0.4,0.0,0.0,0.0
158,Dave Mays,4,-241.89910202560077,-60.47477550640019,0.25,0.0,0.0,0.0
578,Steve Myer,4,-243.3967487711815,-60.84918719279538,0.25,0.0,0.0,0.0
374,Kay Stephenson,3,-244.5803684250409,-81.52678947501363,0.0,0.0,0.0,0.0
292,Jeb Blount,4,-246.29395967387475,-61.57348991846869,0.0,0.0,0.0,0.0
180,Dewey Warren,4,-247.14767678251462,-61.786919195628656,0.0,0.0,0.0,0.25
40,Billy Volek,10,-248.42197016001808,-24.84219701600181,0.3,0.0,0.0,0.0
542,Sam Wyche,9,-257.1548276342413,-28.57275862602681,0.2222222222222222,0.0,0.0,0.0
614,Todd Marinovich,9,-257.1806769184892,-28.575630768721023,0.3333333333333333,0.0,0.0,0.0
138,Craig Penrose,4,-257.76179361474715,-64.44044840368679,0.75,0.0,0.0,0.0
366,Jonathan Quinn,6,-258.856670375191,-43.14277839586517,0.16666666666666666,0.0,0.0,0.0
564,Spergon Wynn,3,-261.06801716667536,-87.02267238889179,0.0,0.0,0.0,0.0
9,Alan Pastrana,3,-261.54259138988806,-87.18086379662935,0.0,0.0,0.0,0.0
317,Jim Hardy,13,-262.45842404880284,-20.189109542215604,0.3076923076923077,0.0,0.0,0.0
468,Moses Moreno,3,-264.0029703701768,-88.00099012339227,0.0,0.0,0.0,0.0
150,Daniel Jones,11,-264.1223653382415,-24.011124121658316,0.2727272727272727,0.0,0.0,0.0
329,Jimmy Garoppolo,25,-267.9566759753453,-10.718267039013814,0.8,0.0,0.0,0.0
580,Steve Pisarkiewicz,4,-269.1779165898471,-67.29447914746177,0.5,0.0,0.0,0.0
241,Gary Kerkorian,10,-279.37673335337314,-27.937673335337315,0.3,0.0,0.0,0.0
626,Tom Ramsey,5,-280.35559462782203,-56.071118925564406,0.4,0.0,0.0,0.0
589,Stoney Case,6,-281.37703906118395,-46.89617317686399,0.5,0.0,0.0,0.0
213,Ed Luther,9,-281.50517149559465,-31.278352388399405,0.2222222222222222,0.0,0.0,0.0
377,Kellen Moore,2,-281.9930922270795,-140.99654611353975,0.0,0.0,0.0,0.0
484,Pat Sullivan,4,-285.31228497201295,-71.32807124300324,0.0,0.0,0.0,0.0
527,Rudy Bukich,41,-285.89575589329905,-6.973067216909733,0.5121951219512195,0.0,0.0,0.0975609756097561
30,Bill Demory,3,-286.0012253020956,-95.3337417673652,0.3333333333333333,0.0,0.0,0.0
396,Kurt Kittner,4,-291.01319071609623,-72.75329767902406,0.25,0.0,0.0,0.0
532,Ryan Finley,3,-291.6093204022465,-97.20310680074884,0.0,0.0,0.0,0.0
288,Jason Garrett,9,-292.8991570721991,-32.5443507857999,0.6666666666666666,0.0,0.0,0.0
497,Quinn Gray,4,-293.2647288248746,-73.31618220621866,0.5,0.0,0.0,0.0
320,Jim LeClair,4,-297.2879830829205,-74.32199577073013,0.0,0.0,0.0,0.0
489,Paxton Lynch,4,-299.4632890739489,-74.86582226848722,0.25,0.0,0.0,0.0
408,Larry Rakestraw,4,-299.8323407653387,-74.95808519133467,0.0,0.0,0.0,0.0
234,Galen Hall,3,-302.13664698600667,-100.71221566200222,0.0,0.0,0.0,0.0
412,Luke Falk,2,-304.18852147890925,-152.09426073945463,0.0,0.0,0.0,0.0
250,George Mira,8,-304.9673146859122,-38.12091433573902,0.625,0.0,0.0,0.0
661,Wayne Clark,5,-305.8689242651644,-61.173784853032885,0.2,0.0,0.0,0.0
5,Adrian Burk,42,-308.05199205857764,-7.334571239489944,0.35714285714285715,0.0,0.0,0.23809523809523808
330,Joe Dufek,5,-309.4724887140843,-61.89449774281686,0.2,0.0,0.0,0.0
326,Jim Root,8,-309.88426662303925,-38.73553332787991,0.125,0.0,0.0,0.0
318,Jim Hart,181,-310.89378054284657,-1.717645196369318,0.48066298342541436,0.0,0.016574585635359115,0.11049723756906077
232,Fred Enke,9,-310.9366628598427,-34.54851809553808,0.3333333333333333,0.0,0.0,0.0
415,M.C. Reynolds,9,-310.9432172048032,-34.54924635608924,0.3333333333333333,0.0,0.0,0.0
116,Chris Redman,12,-311.1277384347417,-25.927311536228473,0.3333333333333333,0.0,0.0,0.0
619,Tom Flores,68,-319.6287199282651,-4.700422351886252,0.45588235294117646,0.0,0.04411764705882353,0.10294117647058823
416,Marc Bulger,98,-323.8541652596092,-3.3046343393837674,0.42857142857142855,0.0,0.04081632653061224,0.16326530612244897
395,Koy Detmer,9,-326.1367081128931,-36.23741201254367,0.4444444444444444,0.0,0.0,0.0
345,John Beck,7,-329.25714378848824,-47.03673482692689,0.0,0.0,0.0,0.0
456,Mike Kruczek,7,-330.1612260662931,-47.16588943804187,0.8571428571428571,0.0,0.0,0.0
91,Bucky Richardson,4,-335.7841236668332,-83.9460309167083,0.25,0.0,0.0,0.0
514,Rick Arrington,5,-337.3524845930583,-67.47049691861166,0.2,0.0,0.0,0.0
538,Sage Rosenfels,12,-339.0036858871135,-28.250307157259456,0.5,0.0,0.0,0.0
463,Mike Rae,8,-340.35143978038667,-42.543929972548334,0.5,0.0,0.0,0.0
607,Tim Van Galder,5,-341.33628938927893,-68.26725787785578,0.2,0.0,0.0,0.0
482,Pat Haden,60,-343.123471114279,-5.718724518571317,0.6166666666666667,0.0,0.016666666666666666,0.06666666666666667
88,Bruce Mathison,9,-345.2513552886182,-38.361261698735355,0.2222222222222222,0.0,0.0,0.0
503,Randy Hedberg,4,-353.1994209749979,-88.29985524374948,0.0,0.0,0.0,0.0
189,Don Majkowski,57,-356.7662422697071,-6.259056881924686,0.45614035087719296,0.0,0.017543859649122806,0.12280701754385964
611,Todd Bouman,7,-362.3750073283362,-51.767858189762315,0.14285714285714285,0.0,0.0,0.0
372,June Jones,5,-363.304371717939,-72.66087434358779,0.2,0.0,0.0,0.0
69,Brandon Allen,3,-363.5424993038516,-121.18083310128388,0.3333333333333333,0.0,0.0,0.0
127,Cody Carlson,20,-365.98167347267565,-18.29908367363378,0.55,0.0,0.0,0.0
554,Scott Zolak,8,-368.1630299519221,-46.020378743990264,0.375,0.0,0.0,0.0
308,Jesse Freitas,7,-369.43875776105097,-52.776965394435855,0.2857142857142857,0.0,0.0,0.0
195,Donald Hollas,8,-369.87582025709514,-46.23447753213689,0.5,0.0,0.0,0.0
639,Tony Graziani,5,-381.86608370568734,-76.37321674113747,0.4,0.0,0.0,0.0
446,Max Hall,3,-382.81822911316146,-127.60607637105382,0.3333333333333333,0.0,0.0,0.0
582,Steve Romanik,14,-384.4775835389437,-27.462684538495978,0.42857142857142855,0.0,0.0,0.0
83,Brodie Croyle,10,-385.81235827640097,-38.5812358276401,0.0,0.0,0.0,0.0
92,Buddy Humphrey,5,-386.08185111951735,-77.21637022390347,0.0,0.0,0.0,0.0
636,Tony Adams,10,-387.03112282205495,-38.703112282205495,0.1,0.0,0.0,0.0
223,Eric Zeier,12,-389.76528921750224,-32.480440768125185,0.3333333333333333,0.0,0.0,0.0
300,Jeff Kemp,30,-391.47705898589504,-13.049235299529835,0.5333333333333333,0.0,0.06666666666666667,0.1
506,Ray Lucas,15,-392.2748057419341,-26.151653716128937,0.5333333333333333,0.0,0.0,0.0
359,John Stofa,9,-394.58724169157375,-43.8430268546193,0.4444444444444444,0.0,0.0,0.0
1,A.J. McCarron,4,-397.65272028525453,-99.41318007131363,0.5,0.0,0.0,0.0
405,Landry Jones,5,-398.19593081334324,-79.63918616266865,0.6,0.0,0.0,0.0
585,Steve Stenstrom,10,-404.34358026467646,-40.43435802646765,0.1,0.0,0.0,0.0
217,Edd Hargett,8,-406.418738107882,-50.80234226348525,0.125,0.0,0.0,0.0
306,Jerry Rhome,7,-408.1816122237521,-58.31165888910744,0.14285714285714285,0.0,0.0,0.0
526,Ron Vander Kelen,5,-412.93872284929273,-82.58774456985854,0.2,0.0,0.0,0.0
336,Joe Gilliam,7,-413.71458891509104,-59.10208413072729,0.5714285714285714,0.0,0.0,0.0
375,Keith Null,4,-418.5244724850997,-104.63111812127492,0.0,0.0,0.0,0.0
449,Mike Boryla,19,-431.2797424602932,-22.698933813699643,0.42105263157894735,0.0,0.0,0.0
312,Jim Del Gaizo,5,-438.37860901591876,-87.67572180318375,0.2,0.0,0.0,0.0
518,Rob Johnson,30,-439.5864231667059,-14.652880772223531,0.4,0.0,0.0,0.0
604,Tim Hasselbeck,5,-440.71697696318836,-88.14339539263767,0.2,0.0,0.0,0.0
647,Troy Smith,8,-441.9750804731856,-55.2468850591482,0.5,0.0,0.0,0.0
546,Scott Bull,7,-444.66070627317845,-63.52295803902549,0.42857142857142855,0.0,0.0,0.0
428,Mason Rudolph,8,-446.22350115993163,-55.777937644991454,0.625,0.0,0.0,0.0
590,T.J. Rubley,7,-452.30373648121497,-64.61481949731642,0.2857142857142857,0.0,0.0,0.0
255,Gifford Nielsen,15,-453.3546246484843,-30.223641643232284,0.26666666666666666,0.0,0.0,0.0
445,Max Choboian,7,-453.50555380569415,-64.78650768652774,0.42857142857142855,0.0,0.0,0.0
23,Babe Laufenberg,7,-453.56971717395317,-64.79567388199331,0.2857142857142857,0.0,0.0,0.0
194,Don Trull,18,-459.28484982797835,-25.515824990443242,0.2222222222222222,0.0,0.0,0.0
254,George Wilson,7,-465.9867882056615,-66.56954117223736,0.2857142857142857,0.0,0.0,0.0
136,Craig Krenzel,5,-466.13390764243223,-93.22678152848644,0.6,0.0,0.0,0.0
651,Tyler Thigpen,12,-469.5975089124683,-39.133125742705694,0.08333333333333333,0.0,0.0,0.0
650,Tyler Palko,4,-469.6912193754191,-117.42280484385478,0.25,0.0,0.0,0.0
245,Gary Wood,9,-471.9114379909722,-52.43460422121913,0.1111111111111111,0.0,0.0,0.0
368,Josh Freeman,61,-480.2596711865315,-7.873109363713631,0.4098360655737705,0.0,0.0,0.0
148,Dan Orlovsky,12,-481.1460308196069,-40.095502568300574,0.16666666666666666,0.0,0.0,0.0
420,Mark Herrmann,12,-481.8725727405223,-40.156047728376855,0.25,0.0,0.0,0.0
487,Paul Justin,10,-483.07482561882375,-48.307482561882374,0.3,0.0,0.0,0.0
202,Doug Williams,88,-484.63984829378524,-5.507271003338468,0.4772727272727273,0.0,0.03409090909090909,0.125
193,Don Strock,23,-486.74979768325016,-21.163034681880443,0.6956521739130435,0.0,0.0,0.043478260869565216
122,Cleo Lemon,8,-490.2463015542873,-61.28078769428591,0.125,0.0,0.0,0.0
163,David Blough,4,-495.6371867967217,-123.90929669918043,0.0,0.0,0.0,0.0
249,George Izo,6,-497.13477620630795,-82.85579603438465,0.5,0.0,0.0,0.0
413,Luke McCown,10,-499.1773201312653,-49.917732013126525,0.2,0.0,0.0,0.0
536,Ryan Mallett,8,-501.5431305640932,-62.69289132051165,0.375,0.0,0.0,0.0
389,Kevin Kolb,21,-504.3616227374141,-24.017220130353053,0.42857142857142855,0.0,0.0,0.0
218,Eddie LeBaron,86,-507.2716832157856,-5.8985079443696,0.3372093023255814,0.0,0.06976744186046512,0.22093023255813954
553,Scott Tolzien,4,-511.146071467109,-127.78651786677725,0.0,0.0,0.0,0.0
633,Tommy O'Connell,22,-511.3050548279929,-23.24113885581786,0.5,0.0,0.09090909090909091,0.18181818181818182
649,Ty Detmer,26,-513.4808368818808,-19.749262956995416,0.4230769230769231,0.0,0.0,0.0
208,Dwayne Haskins,7,-515.2069423480591,-73.60099176400844,0.2857142857142857,0.0,0.0,0.0
323,Jim Ninowski,31,-518.1127651942315,-16.713315006265535,0.4838709677419355,0.0,0.0,0.0
625,Tom Owen,9,-518.8337351619998,-57.64819279577776,0.4444444444444444,0.0,0.0,0.0
429,Matt Barkley,7,-520.2043935385093,-74.31491336264419,0.2857142857142857,0.0,0.0,0.0
97,Caleb Hanie,4,-526.5402319474919,-131.63505798687297,0.0,0.0,0.0,0.0
220,Eli Manning,246,-530.2254021764807,-2.155387813725531,0.508130081300813,0.0,0.02032520325203252,0.0975609756097561
432,Matt Flynn,7,-534.5706717788017,-76.36723882554311,0.42857142857142855,0.0,0.0,0.0
363,Johnny Manziel,8,-537.5458193933058,-67.19322742416323,0.25,0.0,0.0,0.0
274,Jack Scarbath,11,-539.6246930366676,-49.056790276060696,0.36363636363636365,0.0,0.0,0.0
16,Andy Dalton,136,-539.8520530131998,-3.9695003898029397,0.5073529411764706,0.0,0.0,0.022058823529411766
601,Terry Nofsinger,6,-543.717552049281,-90.6195920082135,0.16666666666666666,0.0,0.0,0.0
280,Jake Locker,23,-546.2251075767361,-23.748917720727658,0.391304347826087,0.0,0.0,0.0
483,Pat Ryan,21,-550.7816258118156,-26.227696467229315,0.5714285714285714,0.0,0.047619047619047616,0.09523809523809523
525,Ron Smith,7,-551.2140025355781,-78.74485750508258,0.2857142857142857,0.0,0.0,0.0
457,Mike Livingston,75,-554.4822575840633,-7.393096767787511,0.41333333333333333,0.0,0.0,0.0
378,Kelly Holcomb,25,-555.135118239039,-22.20540472956156,0.32,0.0,0.0,0.0
36,Bill Troup,11,-556.5760124138283,-50.59781931034802,0.2727272727272727,0.0,0.0,0.0
282,Jameis Winston,69,-558.9790199558615,-8.101145216751616,0.4057971014492754,0.0,0.0,0.0
244,Gary Marangi,7,-559.3164189980844,-79.90234557115491,0.0,0.0,0.0,0.0
120,Chuck Long,21,-562.6766396949181,-26.794125699758006,0.19047619047619047,0.0,0.0,0.0
361,Johnny Green,19,-562.8484514168595,-29.623602706150496,0.42105263157894735,0.0,0.0,0.0
113,Chase Daniel,5,-563.9946559606694,-112.79893119213389,0.4,0.0,0.0,0.0
367,Josh Allen,26,-568.9630425344484,-21.88319394363263,0.5769230769230769,0.0,0.0,0.0
431,Matt Cavanaugh,19,-575.2833031812025,-30.278068588484345,0.42105263157894735,0.0,0.0,0.0
557,Sean Salisbury,13,-575.5344144153268,-44.27187803194821,0.46153846153846156,0.0,0.0,0.0
257,Glenn Foley,9,-578.1599854759319,-64.23999838621465,0.2222222222222222,0.0,0.0,0.0
112,Charlie Whitehurst,9,-579.4186166112514,-64.37984629013904,0.2222222222222222,0.0,0.0,0.0
322,Jim Miller,28,-579.5752144590409,-20.699114802108603,0.5357142857142857,0.0,0.0,0.0
660,Warren Rabb,10,-579.6458978408427,-57.964589784084275,0.6,0.0,0.0,0.0
61,Bobby Hoying,13,-579.6966757185079,-44.59205197834676,0.23076923076923078,0.0,0.0,0.0
494,Phil Simms,169,-579.7490895287666,-3.4304679853773172,0.5976331360946746,0.0,0.01775147928994083,0.03550295857988166
561,Shaun King,27,-582.2827677295132,-21.566028434426418,0.5555555555555556,0.0,0.0,0.037037037037037035
179,Devlin Hodges,5,-582.5819935599554,-116.51639871199109,0.6,0.0,0.0,0.0
270,J.T. O'Sullivan,8,-589.4194082535923,-73.67742603169904,0.25,0.0,0.0,0.0
37,Billy Joe Hobert,17,-590.3552190607421,-34.72677759180836,0.23529411764705882,0.0,0.0,0.0
418,Marcus Mariota,63,-591.6867665361691,-9.39185343708205,0.47619047619047616,0.0,0.0,0.0
621,Tom Hodson,12,-592.4482058418074,-49.37068382015062,0.08333333333333333,0.0,0.0,0.0
541,Sam Etcheverry,13,-595.1438341208462,-45.78029493237279,0.38461538461538464,0.0,0.0,0.0
573,Steve Dils,27,-596.130670277965,-22.078913713998706,0.37037037037037035,0.0,0.0,0.0
307,Jerry Tagge,12,-599.3242574311205,-49.94368811926004,0.5,0.0,0.0,0.0
469,Nathan Peterman,4,-611.8047159447696,-152.9511789861924,0.25,0.0,0.0,0.0
53,Bob Gagliano,13,-614.3806362521585,-47.26004894247373,0.5384615384615384,0.0,0.0,0.0
602,Thaddeus Lewis,6,-620.0606304026611,-103.34343840044352,0.3333333333333333,0.0,0.0,0.0
356,John Reaves,17,-621.0165701807091,-36.53038648121818,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941
85,Browning Nagle,14,-624.227387682748,-44.58767054876772,0.2857142857142857,0.0,0.0,0.0
486,Patrick Ramsey,24,-624.8722983605305,-26.036345765022105,0.4166666666666667,0.0,0.0,0.0
574,Steve Fuller,44,-626.0488130435689,-14.228382114626566,0.45454545454545453,0.0,0.0,0.045454545454545456
73,Brett Hundley,9,-627.5177182274879,-69.72419091416532,0.3333333333333333,0.0,0.0,0.0
209,EJ Manuel,18,-627.6843656252654,-34.871353645848075,0.3333333333333333,0.0,0.0,0.0
117,Chris Simms,17,-631.5505288809602,-37.15003111064472,0.4117647058823529,0.0,0.0,0.0
629,Tom Tupa,13,-631.730885824578,-48.594683524967536,0.3076923076923077,0.0,0.0,0.0
140,Curtis Painter,8,-634.9317589125836,-79.36646986407295,0.0,0.0,0.0,0.0
15,Andrew Walter,9,-635.7460317900229,-70.63844797666921,0.2222222222222222,0.0,0.0,0.0
547,Scott Campbell,13,-638.3065699302244,-49.100505379248034,0.15384615384615385,0.0,0.0,0.0
118,Chris Weinke,20,-640.4746989636996,-32.02373494818498,0.1,0.0,0.0,0.0
35,Bill Nelsen,79,-641.9717376266555,-8.126224526919689,0.5316455696202531,0.0,0.02531645569620253,0.08860759493670886
275,Jack Thompson,21,-643.9417830038687,-30.663894428755654,0.19047619047619047,0.0,0.0,0.0
473,Nick Foles,54,-644.4923427069416,-11.935043383461881,0.5555555555555556,0.0,0.037037037037037035,0.07407407407407407
628,Tom Sherman,7,-645.6269191737331,-92.23241702481901,0.14285714285714285,0.0,0.0,0.0
302,Jeff Rutledge,10,-646.4561492443244,-64.64561492443244,0.2,0.0,0.0,0.0
12,Alex Van Pelt,11,-649.6035593189051,-59.05486902899138,0.2727272727272727,0.0,0.0,0.0
472,Neil O'Donnell,107,-652.2893630416772,-6.096162271417544,0.5420560747663551,0.0,0.028037383177570093,0.04672897196261682
284,Jamie Martin,8,-655.1533002991172,-81.89416253738965,0.5,0.0,0.0,0.0
438,Matt McGloin,7,-666.0175756448377,-95.14536794926254,0.14285714285714285,0.0,0.0,0.0
566,Stan Humphries,87,-668.1857459567937,-7.680295930537858,0.6091954022988506,0.0,0.011494252873563218,0.022988505747126436
207,Drew Stanton,17,-668.5170877130705,-39.32453457135709,0.6470588235294118,0.0,0.0,0.0
8,Al Woodall,19,-669.9757032853894,-35.26187912028365,0.2631578947368421,0.0,0.0,0.0
559,Shane Matthews,22,-673.4253987122738,-30.610245396012445,0.5,0.0,0.0,0.0
277,Jacky Lee,23,-676.6136055680115,-29.41798285078311,0.30434782608695654,0.0,0.0,0.0
31,Bill Kenney,77,-680.321940635244,-8.835349878379793,0.44155844155844154,0.0,0.012987012987012988,0.07792207792207792
235,Gardner Minshew,11,-687.4088123570073,-62.49171021427339,0.45454545454545453,0.0,0.0,0.0
230,Frank Tripucka,52,-692.519324582964,-13.317679318903155,0.3269230769230769,0.0,0.019230769230769232,0.07692307692307693
349,John Friesz,38,-695.6268432409645,-18.30596955897275,0.34210526315789475,0.0,0.0,0.0
124,Cliff Stoudt,21,-703.1461287435841,-33.48314898778972,0.42857142857142855,0.0,0.0,0.0
63,Bobby Scott,14,-713.6803480830968,-50.977167720221196,0.2857142857142857,0.0,0.0,0.0
25,Baker Mayfield,28,-713.7225134299725,-25.490089765356164,0.42857142857142855,0.0,0.0,0.0
391,Kim McQuilken,7,-717.5192802300668,-102.50275431858097,0.2857142857142857,0.0,0.0,0.0
184,Dieter Brock,17,-727.9382974428412,-42.819899849578896,0.7058823529411765,0.0,0.0,0.058823529411764705
427,Marty Domres,32,-734.1608591439362,-22.942526848248008,0.375,0.0,0.0,0.0
89,Bryce Petty,7,-742.2587177354299,-106.03695967648999,0.14285714285714285,0.0,0.0,0.0
153,Danny Wuerffel,10,-745.9203280572152,-74.59203280572152,0.4,0.0,0.0,0.0
285,Jared Goff,57,-754.9783761838091,-13.245234669891389,0.5964912280701754,0.0,0.017543859649122806,0.07017543859649122
369,Josh Johnson,8,-770.1198241008642,-96.26497801260803,0.125,0.0,0.0,0.0
373,Karl Sweetan,19,-775.1423957619285,-40.796968197996236,0.3157894736842105,0.0,0.0,0.0
605,Tim Rattay,18,-775.7675965604744,-43.09819980891525,0.2777777777777778,0.0,0.0,0.0
290,Jay Fiedler,63,-777.2016069261543,-12.336533443272291,0.6031746031746031,0.0,0.0,0.0
84,Brooks Bollinger,10,-783.1027797317485,-78.31027797317485,0.2,0.0,0.0,0.0
587,Steve Walsh,41,-786.9343488682307,-19.19352070410319,0.5121951219512195,0.0,0.0,0.0
305,Jerry Golsteyn,9,-787.0949403163763,-87.45499336848626,0.2222222222222222,0.0,0.0,0.0
182,Dick Shiner,29,-788.539669222835,-27.191023076649483,0.2413793103448276,0.0,0.0,0.0
448,Mickey Slaughter,19,-793.6412343935804,-41.77059128387265,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
643,Trent Edwards,33,-796.1548870970697,-24.125905669608173,0.42424242424242425,0.0,0.0,0.0
316,Jim Harbaugh,145,-798.9295112424812,-5.509858698224009,0.4689655172413793,0.0,0.006896551724137931,0.06896551724137931
51,Bob Davis,14,-804.597225647535,-57.47123040339535,0.42857142857142855,0.0,0.0,0.0
379,Kelly Stouffer,16,-806.9662385363661,-50.43538990852288,0.3125,0.0,0.0,0.0
653,Vince Evans,39,-811.2787832959756,-20.802020084512193,0.358974358974359,0.0,0.05128205128205128,0.07692307692307693
175,Dennis Shaw,37,-815.9782405727424,-22.05346596142547,0.21621621621621623,0.0,0.0,0.0
95,C.J. Beathard,10,-823.2428093395145,-82.32428093395144,0.1,0.0,0.0,0.0
188,Don Horn,15,-830.2820098320487,-55.35213398880325,0.4,0.0,0.0,0.0
281,Jake Plummer,142,-838.7663175061615,-5.9068050528602924,0.5,0.0,0.02112676056338028,0.07746478873239436
341,Joe Reed,19,-838.8129296337884,-44.14804892809413,0.47368421052631576,0.0,0.0,0.0
584,Steve Spurrier,38,-844.352997376282,-22.219815720428475,0.34210526315789475,0.0,0.0,0.0
199,Doug Johnson,11,-848.9093399871069,-77.17357636246426,0.18181818181818182,0.0,0.0,0.0
162,David Archer,23,-849.4852355388886,-36.93414067560385,0.391304347826087,0.0,0.0,0.0
