,qb_name,total_starts,cumulative_era_adjusted_elo_value,average_era_adjusted_elo_value,winning_percentage,pct_of_starts_as_best_qb,pct_of_starts_as_top3_qb,pct_of_starts_as_top5_qb
65,Boomer Esiason,178,3165.271090241376,17.78242185528863,0.46629213483146065,0.0056179775280898875,0.12359550561797752,0.2752808988764045
387,Kerry Collins,187,-3014.1421877793573,-16.118407421279986,0.44919786096256686,0.0053475935828877,0.016042780748663103,0.0481283422459893
656,Vinny Testaverde,219,636.3937648823569,2.905907602202543,0.4200913242009132,0.0045662100456621,0.1187214611872146,0.2054794520547945
495,Philip Rivers,234,7344.982972532204,31.388816121932496,0.5470085470085471,0.0,0.08974358974358974,0.2905982905982906
640,Tony Romo,133,5440.737010944299,40.907797074769164,0.6015037593984962,0.0,0.08270676691729323,0.3458646616541353
447,Michael Vick,118,3178.9399495876287,26.940169064301937,0.5338983050847458,0.0,0.03389830508474576,0.2288135593220339
444,Matthew Stafford,152,3000.825460101605,19.74227276382635,0.45394736842105265,0.0,0.046052631578947366,0.14473684210526316
393,Kirk Cousins,89,2649.7429910928563,29.7723931583467,0.4943820224719101,0.0,0.11235955056179775,0.30337078651685395
644,Trent Green,115,2528.6297271918165,21.988084584276667,0.48695652173913045,0.0,0.06956521739130435,0.2
442,Matt Schaub,95,2473.2734230867095,26.034457085123258,0.5052631578947369,0.0,0.010526315789473684,0.14736842105263157
106,Chad Pennington,87,1753.1682729266008,20.151359458926446,0.5287356321839081,0.0,0.034482758620689655,0.12643678160919541
575,Steve Grogan,138,1537.656145729679,11.142435838620862,0.5434782608695652,0.0,0.028985507246376812,0.09420289855072464
327,Jim Zorn,106,1357.3849356764133,12.80551826109824,0.41509433962264153,0.0,0.10377358490566038,0.27358490566037735
141,Dak Prescott,66,1345.3335240497297,20.383841273480755,0.6060606060606061,0.0,0.10606060606060606,0.2727272727272727
471,Neil Lomax,102,1311.9073659149196,12.861836920734506,0.46078431372549017,0.0,0.0392156862745098,0.20588235294117646
221,Elvis Grbac,73,1195.2707559035966,16.373571998679406,0.5616438356164384,0.0,0.0,0.1506849315068493
228,Frank Ryan,90,1189.814156574459,13.220157295271767,0.6444444444444445,0.0,0.05555555555555555,0.1111111111111111
299,Jeff Hostetler,88,1132.277581034355,12.866790693572216,0.625,0.0,0.06818181818181818,0.17045454545454544
60,Bobby Hebert,103,967.5277972059838,9.393473759281395,0.5436893203883495,0.0,0.02912621359223301,0.1262135922330097
75,Brian Griese,83,946.8473888938331,11.40779986619076,0.5421686746987951,0.0,0.04819277108433735,0.12048192771084337
572,Steve DeBerg,144,946.4071475282875,6.57227185783533,0.375,0.0,0.020833333333333332,0.13194444444444445
631,Tommy Kramer,114,922.6717389356292,8.093611745049378,0.49122807017543857,0.0,0.09649122807017543,0.18421052631578946
197,Doug Flutie,68,748.7005162472936,11.010301709519025,0.5588235294117647,0.0,0.04411764705882353,0.1323529411764706
519,Robert Griffin,41,651.6495566205044,15.893891624890351,0.36585365853658536,0.0,0.024390243902439025,0.17073170731707318
293,Jeff Blake,100,553.2463270862584,5.532463270862584,0.39,0.0,0.02,0.08
59,Bobby Douglass,53,444.75767182255447,8.391654185331216,0.3018867924528302,0.0,0.09433962264150944,0.3018867924528302
177,Derek Carr,93,436.0821514201367,4.689055391614374,0.41935483870967744,0.0,0.0,0.03225806451612903
224,Erik Kramer,70,433.85254097523205,6.1978934425033145,0.45714285714285713,0.0,0.08571428571428572,0.15714285714285714
46,Bob Berry,52,414.04578558394945,7.962418953537489,0.38461538461538464,0.0,0.038461538461538464,0.19230769230769232
237,Gary Danielson,61,413.0962214748139,6.772069204505145,0.45901639344262296,0.0,0.03278688524590164,0.04918032786885246
2,Aaron Brooks,92,401.2909355952346,4.361857995600376,0.42391304347826086,0.0,0.0,0.05434782608695652
101,Carson Wentz,55,365.0548179764372,6.6373603268443135,0.5636363636363636,0.0,0.0,0.01818181818181818
570,Steve Bono,43,326.88662099388296,7.602014441718208,0.6511627906976745,0.0,0.023255813953488372,0.23255813953488372
394,Kordell Stewart,86,314.7640343878155,3.660046911486227,0.5813953488372093,0.0,0.023255813953488372,0.10465116279069768
315,Jim Finks,46,312.9338430750772,6.802909632066896,0.41304347826086957,0.0,0.06521739130434782,0.41304347826086957
211,Earl Morrall,107,237.57531782651455,2.220330073144996,0.6261682242990654,0.0,0.028037383177570093,0.1308411214953271
657,Virgil Carter,31,146.62091851412697,4.729707048842806,0.5161290322580645,0.0,0.0,0.16129032258064516
283,James Harris,44,128.39759219774663,2.9181270954033325,0.5909090909090909,0.0,0.022727272727272728,0.045454545454545456
655,Vince Young,51,100.51333801665685,1.9708497650324872,0.6078431372549019,0.0,0.0,0.0
93,Butch Songin,20,84.07181478259568,4.203590739129784,0.4,0.0,0.05,0.2
215,Ed Rubbert,3,74.71198575226981,24.903995250756605,1.0,0.0,0.0,0.6666666666666666
56,Bob Waterfield,24,60.950276238370336,2.5395948432654305,0.625,0.0,0.20833333333333334,0.5416666666666666
550,Scott Mitchell,73,38.99905012035085,0.5342335632924774,0.4383561643835616,0.0,0.0136986301369863,0.1232876712328767
335,Joe Geri,11,38.00180138387326,3.4547092167157505,0.5454545454545454,0.0,0.09090909090909091,0.45454545454545453
453,Mike Hohensee,2,26.326787825202153,13.163393912601077,1.0,0.0,0.0,0.0
606,Tim Tebow,16,18.155904139949314,1.1347440087468321,0.5625,0.0,0.0,0.0
454,Mike Kelley,1,9.928124068174943,9.928124068174943,1.0,0.0,0.0,0.0
295,Jeff Christensen,2,9.69544378586916,4.84772189293458,0.5,0.0,0.0,0.0
10,Alan Risher,3,6.706454349404698,2.235484783134899,0.6666666666666666,0.0,0.0,0.0
552,Scott Tinsley,3,4.522485501117206,1.5074951670390686,0.0,0.0,0.0,0.0
108,Charley Trippi,17,3.5542410076699795,0.20907300045117527,0.29411764705882354,0.0,0.0,0.4117647058823529
71,Brent Pease,3,2.069360572204193,0.6897868574013977,0.6666666666666666,0.0,0.0,0.0
348,John Fourcade,11,0.4487901856663399,0.04079910778784908,0.6363636363636364,0.0,0.0,0.0
544,Sammy Garza,1,-1.2984489167743494,-1.2984489167743494,0.0,0.0,0.0,0.0
145,Dan Manucci,1,-2.7154178143025955,-2.7154178143025955,0.0,0.0,0.0,0.0
311,Jim Crocicchia,1,-4.848033562564498,-4.848033562564498,0.0,0.0,0.0,0.0
568,Steve Bartkowski,131,-6.756592698838169,-0.051577043502581445,0.4580152671755725,0.0,0.015267175572519083,0.1450381679389313
198,Doug Hudson,1,-8.324825683552952,-8.324825683552952,0.0,0.0,0.0,0.0
4,Adrian Breen,1,-8.461587866773797,-8.461587866773797,0.0,0.0,0.0,0.0
263,Harry Gilmer,10,-10.211283770628617,-1.0211283770628616,0.0,0.0,0.0,0.0
181,Dick Jamieson,1,-11.484,-11.484,1.0,0.0,0.0,0.0
443,Matt Stevens,2,-12.321730178813553,-6.1608650894067765,0.0,0.0,0.0,0.0
52,Bob Gage,2,-13.167676154324994,-6.583838077162497,0.5,0.0,0.0,0.0
434,Matt Kofler,1,-14.793361822582199,-14.793361822582199,0.0,0.0,0.0,0.0
304,Jeff Van Raaphorst,1,-17.132724092759553,-17.132724092759553,0.0,0.0,0.0,0.0
382,Ken Karcher,3,-17.297212198896627,-5.765737399632209,0.6666666666666666,0.0,0.0,0.0
313,Jim Druckenmiller,1,-22.11187492910549,-22.11187492910549,1.0,0.0,0.0,0.0
310,Jim Cason,1,-22.704327792424742,-22.704327792424742,1.0,0.0,0.0,0.0
214,Ed Mioduszewski,1,-22.7350845461751,-22.7350845461751,0.0,0.0,0.0,0.0
665,Willie Totten,1,-23.39787759188055,-23.39787759188055,0.0,0.0,0.0,0.0
33,Bill Munson,66,-25.351317612304697,-0.38411087291370755,0.4090909090909091,0.0,0.0,0.045454545454545456
507,Ray Mathews,1,-26.622008215905296,-26.622008215905296,0.0,0.0,0.0,0.0
192,Don Panciera,1,-27.443523460597202,-27.443523460597202,0.0,0.0,0.0,0.0
334,Joe Gasparella,3,-27.747361487196446,-9.249120495732148,0.3333333333333333,0.0,0.0,0.0
530,Rusty Lisch,1,-28.3899262591395,-28.3899262591395,0.0,0.0,0.0,0.0
96,Cade McNown,15,-29.854239065773314,-1.9902826043848876,0.2,0.0,0.0,0.0
451,Mike Busch,1,-30.267438741518546,-30.267438741518546,0.0,0.0,0.0,0.0
47,Bob Bleier,2,-31.770940049584556,-15.885470024792278,0.5,0.0,0.0,0.0
567,Stephen McGee,1,-32.99661456963298,-32.99661456963298,1.0,0.0,0.0,0.0
160,Dave Walter,2,-34.0619357020404,-17.0309678510202,0.5,0.0,0.0,0.0
225,Erik Wilhelm,1,-34.26120056263245,-34.26120056263245,0.0,0.0,0.0,0.0
562,Shawn Halloran,2,-35.3642103660186,-17.6821051830093,0.5,0.0,0.0,0.0
34,Bill Musgrave,1,-36.126023214342595,-36.126023214342595,0.0,0.0,0.0,0.0
77,Brian McClure,1,-37.92262828733115,-37.92262828733115,1.0,0.0,0.0,0.0
579,Steve Pelluer,30,-38.78790248097901,-1.2929300826993002,0.3,0.0,0.0,0.03333333333333333
360,John Witkowski,1,-39.7409520851937,-39.7409520851937,0.0,0.0,0.0,0.0
516,Rick Neuheisel,2,-39.999271067489246,-19.999635533744623,1.0,0.0,0.0,0.0
287,Jason Campbell,79,-40.453223735799625,-0.51206612323797,0.4050632911392405,0.0,0.0,0.0
576,Steve Matthews,1,-41.44336433429938,-41.44336433429938,1.0,0.0,0.0,0.0
613,Todd Hons,3,-44.2120978181124,-14.737365939370799,0.3333333333333333,0.0,0.0,0.0
102,Cary Conklin,2,-44.725162503855884,-22.362581251927942,0.0,0.0,0.0,0.0
571,Steve Bradley,1,-45.21149235397904,-45.21149235397904,0.0,0.0,0.0,0.0
325,Jim Powers,2,-45.33126675359403,-22.665633376797015,0.5,0.0,0.0,0.0
509,Reggie Collier,1,-48.5198129172537,-48.5198129172537,0.0,0.0,0.0,0.0
333,Joe Francis,1,-50.38880367955501,-50.38880367955501,0.0,0.0,0.0,0.0
20,Arnie Galiffa,1,-51.711392608458,-51.711392608458,0.0,0.0,0.0,0.0
289,Jay Cutler,155,-52.02799364978537,-0.3356644751599056,0.4838709677419355,0.0,0.03870967741935484,0.10967741935483871
123,Cliff Olander,1,-53.88810542816251,-53.88810542816251,1.0,0.0,0.0,0.0
478,Ogden Compton,1,-54.31340893640474,-54.31340893640474,0.0,0.0,0.0,0.0
49,Bob Celeri,11,-58.62042794562551,-5.329129813238683,0.09090909090909091,0.0,0.0,0.0
638,Tony Eason,56,-59.05718793275042,-1.0545926416562577,0.5535714285714286,0.0,0.03571428571428571,0.17857142857142858
256,Glenn Carano,1,-59.12344894930649,-59.12344894930649,1.0,0.0,0.0,0.0
243,Gary Lane,1,-59.187542853664496,-59.187542853664496,0.0,0.0,0.0,0.0
481,Parnell Dickinson,1,-60.50651564196195,-60.50651564196195,0.0,0.0,0.0,0.0
426,Marques Tuiasosopo,2,-60.532813488906015,-30.266406744453008,0.0,0.0,0.0,0.0
268,J.J. Jones,1,-63.00726290491049,-63.00726290491049,0.0,0.0,0.0,0.0
48,Bob Brodhead,1,-63.471574788306306,-63.471574788306306,1.0,0.0,0.0,0.0
450,Mike Buck,1,-63.9989373484263,-63.9989373484263,0.0,0.0,0.0,0.0
641,Travis Tidwell,4,-64.07356980870779,-16.018392452176947,0.75,0.0,0.0,0.0
210,Eagle Day,1,-64.13405234463481,-64.13405234463481,0.0,0.0,0.0,0.0
623,Tom Landry,1,-65.03522704918964,-65.03522704918964,0.0,0.0,0.0,0.0
400,Kyle Mackey,4,-65.797548911126,-16.4493872277815,0.25,0.0,0.0,0.0
556,Sean Mannion,1,-66.80374200019737,-66.80374200019737,0.0,0.0,0.0,0.0
437,Matt Mauck,1,-69.92123578518705,-69.92123578518705,0.0,0.0,0.0,0.0
125,Clint Longley,2,-70.10440262080365,-35.05220131040183,1.0,0.0,0.0,0.0
191,Don Milan,1,-71.99251126067715,-71.99251126067715,0.0,0.0,0.0,0.0
166,David Humm,1,-72.30144559865039,-72.30144559865039,0.0,0.0,0.0,0.0
492,Peter Tom Willis,3,-72.41018289657899,-24.136727632192997,0.0,0.0,0.0,0.0
229,Frank Seurer,2,-73.77977812654186,-36.88988906327093,0.0,0.0,0.0,0.0
502,Randy Fasani,1,-74.29888029456751,-74.29888029456751,0.0,0.0,0.0,0.0
286,Jarious Jackson,1,-75.4322369480625,-75.4322369480625,0.0,0.0,0.0,0.0
411,Leo Hart,1,-77.71553719747125,-77.71553719747125,0.0,0.0,0.0,0.0
352,John Hufnagel,1,-78.534121229124,-78.534121229124,0.0,0.0,0.0,0.0
435,Matt Leinart,18,-78.88248258254876,-4.382360143474931,0.4444444444444444,0.0,0.0,0.0
261,Guido Merkens,1,-80.153446009593,-80.153446009593,0.0,0.0,0.0,0.0
351,John Huarte,1,-81.02610502172999,-81.02610502172999,0.0,0.0,0.0,0.0
662,Will Cureton,1,-82.14675987010514,-82.14675987010514,0.0,0.0,0.0,0.0
205,Drew Henson,1,-84.6734869759614,-84.6734869759614,1.0,0.0,0.0,0.0
600,Terry Luck,1,-86.03151254901806,-86.03151254901806,0.0,0.0,0.0,0.0
508,Ray Nagel,2,-86.39987428207886,-43.19993714103943,0.0,0.0,0.0,0.0
159,Dave Ragone,2,-87.48039197578888,-43.74019598789444,0.0,0.0,0.0,0.0
597,Terry Baker,1,-87.8706416761173,-87.8706416761173,0.0,0.0,0.0,0.0
548,Scott Covington,1,-88.24122910492692,-88.24122910492692,1.0,0.0,0.0,0.0
622,Tom Kennedy,1,-88.33422338161739,-88.33422338161739,0.0,0.0,0.0,0.0
436,Matt Lytle,1,-89.8672166811606,-89.8672166811606,0.0,0.0,0.0,0.0
168,David Norrie,2,-90.71406227542725,-45.357031137713626,0.0,0.0,0.0,0.0
80,Brock Berlin,1,-91.3514560427391,-91.3514560427391,0.0,0.0,0.0,0.0
555,Scotty Glacken,1,-92.08131573203309,-92.08131573203309,0.0,0.0,0.0,0.0
81,Brock Huard,4,-92.68372304265199,-23.170930760662998,0.0,0.0,0.0,0.0
74,Brian Brohm,2,-94.99845865809746,-47.49922932904873,0.0,0.0,0.0,0.0
524,Ron Miller,1,-95.78820142945351,-95.78820142945351,0.0,0.0,0.0,0.0
648,Turk Schonert,12,-97.15460151015594,-8.096216792512996,0.5833333333333334,0.0,0.0,0.0
79,Brian St. Pierre,1,-97.19664423168646,-97.19664423168646,0.0,0.0,0.0,0.0
186,Don Gault,1,-97.47814014295665,-97.47814014295665,1.0,0.0,0.0,0.0
265,Henry Burris,1,-97.4982041280885,-97.4982041280885,0.0,0.0,0.0,0.0
583,Steve Sloan,1,-98.300865019203,-98.300865019203,0.0,0.0,0.0,0.0
458,Mike Loyd,1,-99.485622073431,-99.485622073431,0.0,0.0,0.0,0.0
32,Bill Mackrides,3,-103.0322474402704,-34.34408248009013,0.6666666666666666,0.0,0.0,0.0
132,Connor Cook,1,-103.98511351834651,-103.98511351834651,0.0,0.0,0.0,0.0
94,Byron Leftwich,51,-104.42902033973463,-2.0476278497987184,0.47058823529411764,0.0,0.0,0.0196078431372549
620,Tom Greene,2,-105.07673625236899,-52.538368126184494,0.5,0.0,0.0,0.0
531,Rusty Smith,1,-106.49930769574799,-106.49930769574799,0.0,0.0,0.0,0.0
58,Bob Williams,7,-107.16274456729377,-15.308963509613395,0.42857142857142855,0.0,0.0,0.0
354,John Navarre,1,-107.7888830704257,-107.7888830704257,0.0,0.0,0.0,0.0
253,George Taliaferro,4,-109.23949181822691,-27.309872954556727,0.0,0.0,0.0,0.0
664,Will Grier,1,-109.2974382638065,-109.2974382638065,0.0,0.0,0.0,0.0
663,Will Furrer,2,-109.3646932911951,-54.68234664559755,0.0,0.0,0.0,0.0
501,Randy Duncan,2,-110.20458129537285,-55.102290647686424,0.5,0.0,0.0,0.0
596,Terrelle Pryor,10,-112.45998032479203,-11.245998032479203,0.3,0.0,0.0,0.0
355,John Rauch,3,-114.26091509858645,-38.08697169952882,0.0,0.0,0.0,0.0
388,Kevin Hogan,1,-114.69707911157923,-114.69707911157923,0.0,0.0,0.0,0.0
50,Bob Clatterbuck,4,-118.03793443316657,-29.509483608291642,0.5,0.0,0.0,0.0
200,Doug Nussmeier,2,-118.37544284695142,-59.18772142347571,0.0,0.0,0.0,0.0
618,Tom Flick,3,-119.54040711288555,-39.846802370961846,0.3333333333333333,0.0,0.0,0.0
658,Wade Wilson,74,-119.82716149588418,-1.6192859661605972,0.5135135135135135,0.0,0.013513513513513514,0.13513513513513514
